Chromosome	Start	End	MANE_Transcript	Near_coding_region
chr3	119469107	119469110	ENST00000295588	promoter
chr3	119468963	119469021	ENST00000295588	five_prime_UTR
chr3	119492439	119494708	ENST00000295588	three_prime_UTR
chr3	122183402	122183807	ENST00000639785	promoter
chr3	122183668	122183812	ENST00000639785	five_prime_UTR
chr3	122183813	122183832	ENST00000639785	5_prime_intron
chr3	122253928	122253947	ENST00000639785	5_prime_intron
chr3	122253948	122254189	ENST00000639785	five_prime_UTR
chr3	122285192	122291629	ENST00000639785	three_prime_UTR
chr3	123282296	123284607	ENST00000462833	three_prime_UTR
chr3	123448546	123449090	ENST00000462833	five_prime_UTR
chr3	123448951	123449356	ENST00000462833	promoter
chr3	123610049	123614104	ENST00000360304	three_prime_UTR
chr3	123793842	123793844	ENST00000360304	five_prime_UTR
chr3	123793845	123793864	ENST00000360304	5_prime_intron
chr3	123831528	123831547	ENST00000360304	5_prime_intron
chr3	123831548	123831670	ENST00000360304	five_prime_UTR
chr3	123831671	123831690	ENST00000360304	5_prime_intron
chr3	123876539	123876558	ENST00000360304	5_prime_intron
chr3	123876559	123876617	ENST00000360304	five_prime_UTR
chr3	123876618	123876637	ENST00000360304	5_prime_intron
chr3	123884186	123884205	ENST00000360304	5_prime_intron
chr3	123884206	123884332	ENST00000360304	five_prime_UTR
chr3	123884265	123884653	ENST00000360304	promoter
chr3	125225669	125232340	ENST00000360647	three_prime_UTR
chr3	125313641	125313656	ENST00000360647	five_prime_UTR
chr3	125313657	125313676	ENST00000360647	5_prime_intron
chr3	125323289	125323308	ENST00000360647	5_prime_intron
chr3	125323309	125323444	ENST00000360647	five_prime_UTR
chr3	125323445	125323464	ENST00000360647	5_prime_intron
chr3	125331138	125331157	ENST00000360647	5_prime_intron
chr3	125331158	125331238	ENST00000360647	five_prime_UTR
chr3	125331239	125331258	ENST00000360647	5_prime_intron
chr3	125375082	125375101	ENST00000360647	5_prime_intron
chr3	125375102	125375325	ENST00000360647	five_prime_UTR
chr3	125375185	125375535	ENST00000360647	promoter
chr3	128052123	128052504	ENST00000243253	promoter
chr3	128052437	128052552	ENST00000243253	five_prime_UTR
chr3	128052560	128052572	ENST00000243253	5_prime_intron
chr3	128069663	128071683	ENST00000243253	three_prime_UTR
chr3	128479427	128481018	ENST00000341105	three_prime_UTR
chr3	128487032	128487076	ENST00000341105	five_prime_UTR
chr3	128487077	128487096	ENST00000341105	5_prime_intron
chr3	128492879	128492898	ENST00000341105	5_prime_intron
chr3	128492899	128493201	ENST00000341105	five_prime_UTR
chr3	128493089	128493422	ENST00000341105	promoter
chr3	128725922	128726266	ENST00000265062	promoter
chr3	128726183	128726359	ENST00000265062	five_prime_UTR
chr3	128726360	128726379	ENST00000265062	5_prime_intron
chr3	128795340	128795359	ENST00000265062	5_prime_intron
chr3	128795360	128795367	ENST00000265062	five_prime_UTR
chr3	128813423	128814798	ENST00000265062	three_prime_UTR
chr3	129167827	129170452	ENST00000422453	three_prime_UTR
chr3	129171758	129171771	ENST00000422453	five_prime_UTR
chr3	129171772	129171791	ENST00000422453	5_prime_intron
chr3	129183756	129183775	ENST00000422453	5_prime_intron
chr3	129183776	129183896	ENST00000422453	five_prime_UTR
chr3	129183781	129184131	ENST00000422453	promoter
chr3	129528373	129528733	ENST00000296271	promoter
chr3	129528639	129528733	ENST00000296271	five_prime_UTR
chr3	129533719	129535344	ENST00000296271	three_prime_UTR
chr3	130893880	130894230	ENST00000510168	promoter
chr3	130894084	130894337	ENST00000510168	five_prime_UTR
chr3	130894338	130894357	ENST00000510168	5_prime_intron
chr3	130894570	130894589	ENST00000510168	5_prime_intron
chr3	130894590	130894769	ENST00000510168	five_prime_UTR
chr3	130894776	130894789	ENST00000510168	5_prime_intron
chr3	131001351	131003150	ENST00000510168	three_prime_UTR
chr3	133399790	133400083	ENST00000302334	promoter
chr3	133400056	133400083	ENST00000302334	five_prime_UTR
chr3	133474953	133474968	ENST00000302334	3_prime_intron
chr3	133474973	133475208	ENST00000302334	three_prime_UTR
chr3	136336236	136338253	ENST00000383202	three_prime_UTR
chr3	136630899	136630981	ENST00000383202	five_prime_UTR
chr3	136630982	136631001	ENST00000383202	5_prime_intron
chr3	136752175	136752194	ENST00000383202	5_prime_intron
chr3	136752195	136752378	ENST00000383202	five_prime_UTR
chr3	136752239	136752644	ENST00000383202	promoter
chr3	138348300	138348648	ENST00000423968	promoter
chr3	138348579	138348767	ENST00000423968	five_prime_UTR
chr3	138348768	138348787	ENST00000423968	5_prime_intron
chr3	138372846	138372865	ENST00000423968	5_prime_intron
chr3	138372866	138372883	ENST00000423968	five_prime_UTR
chr3	138402270	138405533	ENST00000423968	three_prime_UTR
chr3	138944224	138945591	ENST00000648323	three_prime_UTR
chr3	138946723	138947137	ENST00000648323	five_prime_UTR
chr3	138946994	138947330	ENST00000648323	promoter
chr3	139357406	139357862	ENST00000333188	three_prime_UTR
chr3	139389531	139389547	ENST00000333188	5_prime_intron
chr3	139389539	139389547	ENST00000333188	promoter
chr3	139389551	139389889	ENST00000333188	promoter
chr3	139389551	139389647	ENST00000333188	five_prime_UTR
chr3	142596201	142596548	ENST00000457734	promoter
chr3	142596393	142596509	ENST00000457734	five_prime_UTR
chr3	142596510	142596529	ENST00000457734	5_prime_intron
chr3	142664182	142664201	ENST00000457734	5_prime_intron
chr3	142664202	142664237	ENST00000457734	five_prime_UTR
chr3	142712008	142713664	ENST00000457734	three_prime_UTR
chr3	147409139	147409489	ENST00000282928	promoter
chr3	147409365	147410112	ENST00000282928	five_prime_UTR
chr3	147413552	147416719	ENST00000282928	three_prime_UTR
chr3	149812949	149813354	ENST00000392894	promoter
chr3	149813215	149813353	ENST00000392894	five_prime_UTR
chr3	149813354	149813373	ENST00000392894	5_prime_intron
chr3	149845991	149846010	ENST00000392894	5_prime_intron
chr3	149846011	149846026	ENST00000392894	five_prime_UTR
chr3	149961105	149962139	ENST00000392894	three_prime_UTR
chr3	150926567	150927935	ENST00000327047	three_prime_UTR
chr3	150972709	150972908	ENST00000327047	promoter
chr3	150972709	150972727	ENST00000327047	five_prime_UTR
chr3	155080069	155080408	ENST00000360490	promoter
chr3	155080319	155080466	ENST00000360490	five_prime_UTR
chr3	155080467	155080486	ENST00000360490	5_prime_intron
chr3	155084138	155084157	ENST00000360490	5_prime_intron
chr3	155084158	155084167	ENST00000360490	five_prime_UTR
chr3	155180460	155183704	ENST00000360490	three_prime_UTR
chr3	155821024	155828209	ENST00000643144	three_prime_UTR
chr3	155853998	155854427	ENST00000643144	five_prime_UTR
chr3	155854288	155854693	ENST00000643144	promoter
chr3	167683298	167684307	ENST00000392750	three_prime_UTR
chr3	167720158	167720273	ENST00000392750	five_prime_UTR
chr3	167720274	167720293	ENST00000392750	5_prime_intron
chr3	167734194	167734213	ENST00000392750	5_prime_intron
chr3	167734214	167734350	ENST00000392750	five_prime_UTR
chr3	167734351	167734370	ENST00000392750	5_prime_intron
chr3	167734642	167734661	ENST00000392750	5_prime_intron
chr3	167734662	167734892	ENST00000392750	five_prime_UTR
chr3	167734825	167735234	ENST00000392750	promoter
chr3	167735393	167735788	ENST00000446050	promoter
chr3	167735721	167735823	ENST00000446050	five_prime_UTR
chr3	167735824	167735843	ENST00000446050	5_prime_intron
chr3	167789091	167789110	ENST00000446050	5_prime_intron
chr3	167789111	167789128	ENST00000446050	five_prime_UTR
chr3	167825324	167825569	ENST00000446050	three_prime_UTR
chr3	169083507	169084908	ENST00000651503	three_prime_UTR
chr3	169663373	169663712	ENST00000651503	five_prime_UTR
chr3	169663556	169663893	ENST00000651503	promoter
chr3	172443291	172445160	ENST00000241256	three_prime_UTR
chr3	172448414	172448637	ENST00000241256	promoter
chr3	172448414	172448456	ENST00000241256	five_prime_UTR
chr3	177019344	177025497	ENST00000457928	three_prime_UTR
chr3	177064978	177065022	ENST00000457928	five_prime_UTR
chr3	177065023	177065042	ENST00000457928	5_prime_intron
chr3	177098446	177098465	ENST00000457928	5_prime_intron
chr3	177098466	177098541	ENST00000457928	five_prime_UTR
chr3	177098542	177098561	ENST00000457928	5_prime_intron
chr3	177197101	177197120	ENST00000457928	5_prime_intron
chr3	177197121	177197482	ENST00000457928	five_prime_UTR
chr3	177197360	177197710	ENST00000457928	promoter
chr3	179148176	179148444	ENST00000263967	promoter
chr3	179148357	179148603	ENST00000263967	five_prime_UTR
chr3	179148604	179148623	ENST00000263967	5_prime_intron
chr3	179198730	179198749	ENST00000263967	5_prime_intron
chr3	179198750	179198825	ENST00000263967	five_prime_UTR
chr3	179234365	179240093	ENST00000263967	three_prime_UTR
chr3	179396088	179401212	ENST00000232564	three_prime_UTR
chr3	179426201	179426242	ENST00000232564	five_prime_UTR
chr3	179426243	179426262	ENST00000232564	5_prime_intron
chr3	179451326	179451345	ENST00000232564	5_prime_intron
chr3	179451346	179451470	ENST00000232564	five_prime_UTR
chr3	179451403	179451774	ENST00000232564	promoter
chr3	179562653	179563001	ENST00000429709	promoter
chr3	179562926	179563092	ENST00000429709	five_prime_UTR
chr3	179588011	179588407	ENST00000429709	three_prime_UTR
chr3	181711658	181712004	ENST00000325404	promoter
chr3	181711925	181712360	ENST00000325404	five_prime_UTR
chr3	181713315	181714436	ENST00000325404	three_prime_UTR
chr3	183635410	183635760	ENST00000242810	promoter
chr3	183635623	183635793	ENST00000242810	five_prime_UTR
chr3	183635794	183635813	ENST00000242810	5_prime_intron
chr3	183643460	183643479	ENST00000242810	5_prime_intron
chr3	183643480	183643542	ENST00000242810	five_prime_UTR
chr3	183643543	183643562	ENST00000242810	5_prime_intron
chr3	183650276	183650295	ENST00000242810	5_prime_intron
chr3	183650296	183650356	ENST00000242810	five_prime_UTR
chr3	183679287	183684519	ENST00000242810	three_prime_UTR
chr3	184155196	184155598	ENST00000313143	promoter
chr3	184155377	184155635	ENST00000313143	five_prime_UTR
chr3	184170756	184173614	ENST00000313143	three_prime_UTR
chr3	184174637	184174985	ENST00000292807	promoter
chr3	184174855	184174959	ENST00000292807	five_prime_UTR
chr3	184174960	184174979	ENST00000292807	5_prime_intron
chr3	184176931	184176950	ENST00000292807	5_prime_intron
chr3	184176951	184176993	ENST00000292807	five_prime_UTR
chr3	184183617	184184091	ENST00000292807	three_prime_UTR
chr3	184346185	184346605	ENST00000265593	three_prime_UTR
chr3	184361480	184361605	ENST00000265593	five_prime_UTR
chr3	184361538	184361931	ENST00000265593	promoter
chr3	184371935	184372512	ENST00000647395	three_prime_UTR
chr3	184376240	184376246	ENST00000647395	5_prime_intron
chr3	184376260	184376404	ENST00000647395	five_prime_UTR
chr3	184376405	184376424	ENST00000647395	5_prime_intron
chr3	184378032	184378388	ENST00000647395	promoter
chr3	184378055	184378074	ENST00000647395	5_prime_intron
chr3	184378075	184378207	ENST00000647395	five_prime_UTR
chr3	186538443	186538695	ENST00000307944	three_prime_UTR
chr3	186544241	186544305	ENST00000307944	promoter
chr3	186544327	186544646	ENST00000307944	promoter
chr3	186544327	186544380	ENST00000307944	five_prime_UTR
chr3	186570454	186570859	ENST00000265028	promoter
chr3	186570720	186570897	ENST00000265028	five_prime_UTR
chr3	186585409	186585793	ENST00000265028	three_prime_UTR
chr3	186665748	186666031	ENST00000232003	promoter
chr3	186666014	186666031	ENST00000232003	five_prime_UTR
chr3	186677884	186678234	ENST00000232003	three_prime_UTR
chr3	189631065	189631456	ENST00000264731	promoter
chr3	189631389	189631515	ENST00000264731	five_prime_UTR
chr3	189789445	189789757	ENST00000354600	promoter
chr3	189789659	189789800	ENST00000354600	five_prime_UTR
chr3	189894503	189897276	ENST00000264731	three_prime_UTR
chr3	189894503	189897276	ENST00000354600	three_prime_UTR
chr3	191329128	191329533	ENST00000392455	promoter
chr3	191329394	191329674	ENST00000392455	five_prime_UTR
chr3	191391761	191398659	ENST00000392455	three_prime_UTR
chr3	192139390	192144008	ENST00000445105	three_prime_UTR
chr3	192727174	192727180	ENST00000445105	5_prime_intron
chr3	192727194	192727323	ENST00000445105	five_prime_UTR
chr3	192727324	192727343	ENST00000445105	5_prime_intron
chr3	192727448	192727798	ENST00000445105	promoter
chr3	192727464	192727483	ENST00000445105	5_prime_intron
chr3	192727484	192727541	ENST00000445105	five_prime_UTR
chr3	193592970	193593319	ENST00000361510	promoter
chr3	193593208	193593377	ENST00000361510	five_prime_UTR
chr3	193692128	193692132	ENST00000361510	three_prime_UTR
chr3	193692133	193692152	ENST00000361510	3_prime_intron
chr3	193694586	193694605	ENST00000361510	3_prime_intron
chr3	193694606	193697811	ENST00000361510	three_prime_UTR
chr3	197949854	197950257	ENST00000647248	promoter
chr3	197950190	197950221	ENST00000647248	five_prime_UTR
chr3	197950222	197950241	ENST00000647248	5_prime_intron
chr3	197950916	197950935	ENST00000647248	5_prime_intron
chr3	197950936	197950967	ENST00000647248	five_prime_UTR
chr3	197950979	197950987	ENST00000647248	5_prime_intron
chr3	197955774	197956610	ENST00000647248	three_prime_UTR
chr4	625254	625626	ENST00000496514	promoter
chr4	625573	625626	ENST00000496514	five_prime_UTR
chr4	670108	670782	ENST00000496514	three_prime_UTR
chr4	1211445	1212239	ENST00000382952	three_prime_UTR
chr4	1241312	1241324	ENST00000382952	5_prime_intron
chr4	1241332	1241519	ENST00000382952	five_prime_UTR
chr4	1241520	1241539	ENST00000382952	5_prime_intron
chr4	1248896	1248915	ENST00000382952	5_prime_intron
chr4	1248916	1249130	ENST00000382952	five_prime_UTR
chr4	1248995	1249319	ENST00000382952	promoter
chr4	1792997	1793360	ENST00000440486	promoter
chr4	1793293	1793465	ENST00000440486	five_prime_UTR
chr4	1793466	1793485	ENST00000440486	5_prime_intron
chr4	1793813	1793832	ENST00000440486	5_prime_intron
chr4	1793833	1793934	ENST00000440486	five_prime_UTR
chr4	1807263	1808867	ENST00000440486	three_prime_UTR
chr4	1871127	1871532	ENST00000508803	promoter
chr4	1871393	1871542	ENST00000508803	five_prime_UTR
chr4	1871543	1871562	ENST00000508803	5_prime_intron
chr4	1900606	1900625	ENST00000508803	5_prime_intron
chr4	1900626	1900654	ENST00000508803	five_prime_UTR
chr4	1978910	1982192	ENST00000508803	three_prime_UTR
chr4	2792774	2793152	ENST00000503393	promoter
chr4	2793085	2793138	ENST00000503393	five_prime_UTR
chr4	2793139	2793158	ENST00000503393	5_prime_intron
chr4	2820594	2820613	ENST00000503393	5_prime_intron
chr4	2820614	2820617	ENST00000503393	five_prime_UTR
chr4	2833835	2841096	ENST00000503393	three_prime_UTR
chr4	3074410	3074760	ENST00000355072	promoter
chr4	3074681	3074825	ENST00000355072	five_prime_UTR
chr4	3240060	3243957	ENST00000355072	three_prime_UTR
chr4	3463111	3463375	ENST00000340083	promoter
chr4	3463306	3463375	ENST00000340083	five_prime_UTR
chr4	3493502	3494482	ENST00000340083	three_prime_UTR
chr4	4859442	4859789	ENST00000382723	promoter
chr4	4859665	4859899	ENST00000382723	five_prime_UTR
chr4	4863144	4863936	ENST00000382723	three_prime_UTR
chr4	5562439	5562847	ENST00000344408	three_prime_UTR
chr4	5708514	5708776	ENST00000344408	promoter
chr4	5708514	5708559	ENST00000344408	five_prime_UTR
chr4	5711020	5711344	ENST00000264956	promoter
chr4	5711201	5711380	ENST00000264956	five_prime_UTR
chr4	5811038	5814305	ENST00000264956	three_prime_UTR
chr4	6269567	6269917	ENST00000226760	promoter
chr4	6269850	6270014	ENST00000226760	five_prime_UTR
chr4	6270015	6270034	ENST00000226760	5_prime_intron
chr4	6277431	6277450	ENST00000226760	5_prime_intron
chr4	6277451	6277455	ENST00000226760	five_prime_UTR
chr4	6302469	6303265	ENST00000226760	three_prime_UTR
chr4	9826224	9826396	ENST00000264784	three_prime_UTR
chr4	10021430	10021497	ENST00000264784	five_prime_UTR
chr4	10021430	10021678	ENST00000264784	promoter
chr4	15968228	15969368	ENST00000447510	three_prime_UTR
chr4	15969369	15969388	ENST00000447510	3_prime_intron
chr4	15971023	15971042	ENST00000447510	3_prime_intron
chr4	15971043	15971066	ENST00000447510	three_prime_UTR
chr4	15971083	15971086	ENST00000447510	3_prime_intron
chr4	16075907	16076118	ENST00000447510	five_prime_UTR
chr4	16076119	16076138	ENST00000447510	5_prime_intron
chr4	16083884	16084289	ENST00000447510	promoter
chr4	16083958	16083977	ENST00000447510	5_prime_intron
chr4	16083978	16084023	ENST00000447510	five_prime_UTR
chr4	26320748	26321028	ENST00000355476	promoter
chr4	26321049	26321153	ENST00000355476	promoter
chr4	26321014	26321028	ENST00000355476	five_prime_UTR
chr4	26431008	26434923	ENST00000355476	three_prime_UTR
chr4	37890817	37891151	ENST00000698857	promoter
chr4	37891084	37891348	ENST00000698857	five_prime_UTR
chr4	37891349	37891368	ENST00000698857	5_prime_intron
chr4	37901983	37902002	ENST00000698857	5_prime_intron
chr4	37902003	37902095	ENST00000698857	five_prime_UTR
chr4	38137336	38139173	ENST00000698857	three_prime_UTR
chr4	39406748	39406949	ENST00000257408	promoter
chr4	39406930	39406949	ENST00000257408	five_prime_UTR
chr4	39448687	39451533	ENST00000257408	three_prime_UTR
chr4	39454124	39454225	ENST00000295955	three_prime_UTR
chr4	39454226	39454245	ENST00000295955	3_prime_intron
chr4	39454513	39454532	ENST00000295955	3_prime_intron
chr4	39454533	39454542	ENST00000295955	three_prime_UTR
chr4	39458440	39458440	ENST00000295955	five_prime_UTR
chr4	39458441	39458460	ENST00000295955	5_prime_intron
chr4	39458807	39459117	ENST00000295955	promoter
chr4	39458871	39458890	ENST00000295955	5_prime_intron
